Event	ID	Name			Wwise Object Path	Notes
	130138219	Stop_Train_Moving			\Default Work Unit\Stop_Train_Moving	
	242751549	Play_Revolver_Reload			\Default Work Unit\Firearms\Revolver\Play_Revolver_Reload	
	278146749	Play_GlassShardLand			\Default Work Unit\Play_GlassShardLand	
	310530060	Play_UI_Button_Hover			\Default Work Unit\UI\Play_UI_Button_Hover	
	1057815627	Play_BaseHandgun_Fire			\Default Work Unit\Firearms\BaseHandgun\Play_BaseHandgun_Fire	
	1060624046	Play_BaseHandgun_Casing			\Default Work Unit\Firearms\BaseHandgun\Play_BaseHandgun_Casing	
	1166794921	Play_LMG_Fire			\Default Work Unit\Firearms\LMG\Play_LMG_Fire	
	1529325343	Play_IndoorAmbience			\Default Work Unit\Play_IndoorAmbience	
	1602358412	Play_Footstep			\Default Work Unit\Play_Footstep	
	1661558166	Play_UI_Button_Click			\Default Work Unit\UI\Play_UI_Button_Click	
	1681007094	Play_UI_Shop_Page_Switch			\Default Work Unit\UI\Shop\Play_UI_Shop_Page_Switch	
	1816346010	Play_UI_Shop_Insufficient_Funds			\Default Work Unit\UI\Shop\Play_UI_Shop_Insufficient_Funds	
	2277071487	Play_SD_Distortion			\Default Work Unit\SonarDisc\Play_SD_Distortion	
	2295785721	Play_BaseHandgun_Equip			\Default Work Unit\Firearms\BaseHandgun\Play_BaseHandgun_Equip	
	2305398106	Play_Train_Arrival			\Default Work Unit\Play_Train_Arrival	
	2317729681	Play_Train_Moving			\Default Work Unit\Play_Train_Moving	
	2323405115	Play_Landing			\Default Work Unit\Play_Landing	
	2387432645	Play_GlassShatter			\Default Work Unit\Play_GlassShatter	
	2394254510	Play_UI_Shop_Item_Buy			\Default Work Unit\UI\Shop\Play_UI_Shop_Item_Buy	
	2638125186	Play_BaseHandgun_Empty			\Default Work Unit\Firearms\BaseHandgun\Play_BaseHandgun_Empty	
	2638998638	Play_UI_Shop_Item_Sell			\Default Work Unit\UI\Shop\Play_UI_Shop_Item_Sell	
	2720966806	Play_UI_Shop_Open			\Default Work Unit\UI\Shop\Play_UI_Shop_Open	
	3017185661	Play_Revolver_Empty			\Default Work Unit\Firearms\Revolver\Play_Revolver_Empty	
	3062989335	Play_Reactive_Feedback			\Default Work Unit\Play_Reactive_Feedback	
	3091083318	Play_Revolver_Equip			\Default Work Unit\Firearms\Revolver\Play_Revolver_Equip	
	3153218754	Play_UI_Shop_Close			\Default Work Unit\UI\Shop\Play_UI_Shop_Close	
	3161719826	Play_Revolver_Fire			\Default Work Unit\Firearms\Revolver\Play_Revolver_Fire	
	3211783545	Stop_Reactive_Feedback			\Default Work Unit\Stop_Reactive_Feedback	
	3246891746	Play_SD_PulseActivate			\Default Work Unit\SonarDisc\Play_SD_PulseActivate	
	3267244670	Play_OutdoorAmbience			\Default Work Unit\Play_OutdoorAmbience	
	3350049094	Play_SD_Ping			\Default Work Unit\SonarDisc\Play_SD_Ping	
	3366594044	Play_BaseHandgun_Reload			\Default Work Unit\Firearms\BaseHandgun\Play_BaseHandgun_Reload	
	3903810609	Play_Train_Disembark			\Default Work Unit\Play_Train_Disembark	

Switch Group	ID	Name			Wwise Object Path	Notes
	63790334	SurfaceType			\Default Work Unit\SurfaceType	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	SurfaceType			
	2058049674	Wood	SurfaceType			
	2185786256	Gravel	SurfaceType			
	2473969246	Metal	SurfaceType			
	4248645337	Grass	SurfaceType			

Game Parameter	ID	Name			Wwise Object Path	Notes
	183903552	Occlusion			\Default Work Unit\Occlusion	
	369910861	DirectionalAmbienceVolume			\Default Work Unit\DirectionalAmbienceVolume	
	499096576	Diffraction			\Default Work Unit\Diffraction	
	1471093987	Reactive_Feedback_Volume			\Default Work Unit\Reactive_Feedback_Volume	
	2371184266	IndoorAmbienceVolume			\Default Work Unit\IndoorAmbienceVolume	
	3602790513	WallThickness			\Default Work Unit\WallThickness	
	4004916241	Train_Speed			\Default Work Unit\Train_Speed	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	789201271	sfx_foley_footstep_grass_run_03	.cache\43\{433129F0-78D3-428F-F093-AB1082E521B0}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Grass\sfx_foley_footstep_grass_run_03		69484
	802022549	sfx_UI_shop_page_switch	.cache\AC\{AC952E79-9275-9A97-8A8D-BAEBAC85FEEE}.wem		\Containers\Default Work Unit\UI\Shop\sfx_UI_shop_page_switch		69728
	805598518	sfx_foley_footstep_grass_run_05	.cache\34\{34C98874-5161-78E4-28B7-F20641CCC338}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Grass\sfx_foley_footstep_grass_run_05		62468
	829910796	sfx_UI_shop_open	.cache\8B\{8B410331-C4EA-12BF-A70F-75F939159D7E}.wem		\Containers\Default Work Unit\UI\Shop\sfx_UI_shop_open		188512
	831172957	sfx_UI_button_hover	.cache\B3\{B393C2A7-55C1-20DA-6AA4-E7541429F585}.wem		\Containers\Default Work Unit\UI\sfx_UI_button_hover		13408
	842644164	sfx_foley_footstep_wood_land_02	.cache\D2\{D24EF7A5-E755-DD7D-8B3C-57ED39073D78}.wem		\Containers\Default Work Unit\Locomotion\Landing\Wood\sfx_foley_footstep_wood_land_02		75872
	851657515	sfx_foley_footstep_metal_run_04	.cache\50\{50C05589-B75B-763A-899F-C8B59E72EBEC}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Metal\sfx_foley_footstep_metal_run_04		48900
	856630456	sfx_foley_footstep_concrete_run_04	.cache\76\{76FF4DDE-08CB-E7A3-A24F-1080E5C9E361}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Concrete\sfx_foley_footstep_concrete_run_04		61088
	868064397	sfx_foley_footstep_grass_run_02	.cache\DD\{DD5B52E1-DE71-4340-BED6-074C40D7FEFF}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Grass\sfx_foley_footstep_grass_run_02		63028
	878875725	sfx_foley_footstep_concrete_land_01	.cache\F5\{F5866E4D-9444-AE49-89A1-0AB2874C75C5}.wem		\Containers\Default Work Unit\Locomotion\Landing\Concrete\sfx_foley_footstep_concrete_land_01		86032
	880115635	sfx_foley_footstep_concrete_run_05	.cache\76\{7660372E-464B-3F1B-D178-3C2A06FA5906}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Concrete\sfx_foley_footstep_concrete_run_05		47520
	901815095	sfx_props_glass_land_01	.cache\30\{301B831C-3A91-E1F0-AAAB-28F743CB28E3}.wem		\Containers\Default Work Unit\GlassShard_Land\sfx_props_glass_land_01		54096
	909837310	sfx_foley_footstep_metal_run_01	.cache\52\{52A1F936-1F9A-9F66-629C-32080999EE94}.wem		\Containers\Default Work Unit\Locomotion\Footsteps\Metal\sfx_foley_footstep_metal_run_01		50020
	941471142	sfx_world_audioreactive_loop	.cache\CA\{CAA224DB-658F-08EA-552A-D9F55F9B8843}.wem		\Containers\Default Work Unit\sfx_world_audioreactive_loop		1027924
	956380320	sfx_foley_footstep_grass_land_01	.cache\80\{8072AEB0-0AC3-B580-A73F-22AAEF1B109B}.wem		\Containers\Default Work Unit\Locomotion\Landing\Grass\sfx_foley_footstep_grass_land_01		83296
	986281526	sfx_combat_sonardisc_pulse	.cache\3E\{3EA334D5-963F-A09A-9E5E-F510AE7D7E90}.wem		\Containers\Default Work Unit\SonarDisc\sfx_combat_sonardisc_pulse		148772
	1029175838	sfx_UI_button_click	.cache\15\{156CB88D-D51F-DCB6-40C0-B0D2E2053123}.wem		\Containers\Default Work Unit\UI\sfx_UI_button_click		38044
	1044761712	sfx_combat_revolver_empty_trigger	.cache\FD\{FDD54ECC-1E9A-CD52-3FA9-048AEB51D561}.wem		\Containers\Default Work Unit\Firearms\Revolver\sfx_combat_revolver_empty_trigger		64864
	1054996423	sfx_foley_footstep_wood_land_01	.cache\B6\{B67BF7DB-A0F5-0B2A-1D23-0A037D49C59C}.wem		\Containers\Default Work Unit\Locomotion\Landing\Wood\sfx_foley_footstep_wood_land_01		93280
	1062683758	sfx_combat_sonardisc_distortion	.cache\13\{13B7E8AB-4751-91C9-EA0D-36333D391352}.wem		\Containers\Default Work Unit\SonarDisc\sfx_combat_sonardisc_distortion		83040

